Country,Year,ED,Expenditure,Irate,Population,Tax,Trade,total_GDP,First_sector_GDP,Second_sector_GDP,Third_sector_GDP,total_Investment,First_sector_Inv,Second_sector_Inv,Third_sector_Inv
Austria,2015,1142111.956,51.2,0.1677,8584926.0,44.4,12569.7,331973.5,5091.8,92589.4,234292.3,85175.3,2441.2,19725.5,63008.600000000006
Austria,2016,1170832.574,50.6,-0.0349,8700471.0,42.9,13349.2,338881.4,5283.5,95733.9,237864.0,89037.6,2283.3,20901.0,65853.3
Austria,2017,1180130.579,49.8,-0.1452,8772865.0,42.9,11371.4,347006.6,5335.8,98704.6,242966.2,92750.6,2481.4,22612.6,67656.6
Austria,2018,1167794.406,49.2,-0.173,8822267.0,43.3,11598.6,356475.4,5360.2,101864.5,249250.7,96844.4,2675.5,23610.1,70558.79999999999
Austria,2019,1186521.832,49.1,-0.2173,8858775.0,43.5,14183.4,362847.3,5204.9,102468.5,255173.9,100966.8,2659.6,24593.6,73713.59999999999
Austria,2020,1128482.74,57.3,-0.3057,8901064.0,42.9,12847.0,340529.9,4833.4,96809.8,238886.7,95590.1,2680.1,21867.3,71042.7
Austria,2021,1195922.712,56.0,-0.4906,8932664.0,44.0,3552.3,355359.8,5231.700000000001,102696.9,247431.2,101311.0,3629.3,25160.9,72520.8
Austria,2022,1120880.35,53.0,1.0997,8978929.0,43.5,-2052.3,376931.2,5403.6,106881.0,264646.60000000003,101687.3,2984.7,24742.9,73959.70000000001
Austria,2023,1071033.951,52.7,3.8647,9104772.0,43.5,10009.8,372479.6,5044.5,104711.5,262723.6,98421.8,2933.7,23790.1,71698.0
Belgium,1984,,,,9853023.0,,,,,,,,,,
Belgium,1985,,,,9857721.0,,,,,,,,,,
Belgium,1986,,,,9858895.0,,,,,,,,,,
Belgium,1987,,,,9864751.0,,,,,,,,,,
Belgium,1988,,,,9875716.0,,,,,,,,,,
Belgium,1989,,,,9927612.0,,,,,,,,,,
Belgium,1990,1299016.244,,,9947782.0,,,,,,,,,,
Belgium,1991,1384826.913,,,9986975.0,,,,,,,,,,
Belgium,1992,1424061.297,,,10021997.0,,,,,,,,,,
Belgium,1993,1389165.605,,,10068319.0,,,,,,,,,,
Belgium,1994,1496385.664,,6.8167,10100631.0,,,,,,,,,,
Belgium,1995,1543084.656,52.6,7.1067,10130574.0,45.3,8480.1,282577.6,2528.6,66705.5,213343.5,65649.3,648.8000000000001,16725.5,48275.0
Belgium,1996,1635820.612,53.1,5.1067,10143047.0,46.0,6977.3,285166.9,2507.8,68298.1,214361.00000000003,66012.5,949.8,17780.8,47281.9
Belgium,1997,1624995.739,51.6,4.4192,10170226.0,46.4,8663.1,295566.8,2603.6000000000004,72358.6,220604.6,70434.9,684.9,18931.2,50818.8
Belgium,1998,1664443.789,51.0,3.9058,10192264.0,47.0,8408.0,301086.4,2643.1,73456.7,224986.60000000003,72021.0,632.8,19326.5,52061.7
Belgium,1999,1664652.519,50.5,3.1833,10213752.0,46.8,9586.0,311102.2,2661.1,74750.1,233691.00000000003,74970.4,650.8000000000001,18771.4,55548.2
Belgium,2000,1709083.236,49.4,4.789,10239085.0,46.4,7344.3,322258.8,2820.4,79358.1,240080.3,78695.8,629.4000000000001,19757.4,58309.00000000001
Belgium,2001,1745061.377,49.4,4.0862,10263414.0,46.3,9640.5,327157.9,2604.1,79725.2,244828.60000000003,79975.5,621.5,18995.8,60358.2
Belgium,2002,1671558.6,49.9,3.4926,10309725.0,46.6,15240.7,332500.3,2830.5,79737.5,249932.3,76672.2,712.3,18279.9,57680.0
Belgium,2003,1744525.835,51.0,2.3339,10355844.0,46.0,15065.2,336204.6,2751.1,80147.7,253305.8,76571.1,576.0,18679.6,57315.50000000001
Belgium,2004,1763509.577,49.3,2.2746,10396421.0,46.1,14526.8,346868.5,2941.6,84022.1,259904.8,83485.3,633.9000000000001,18364.1,64487.3
Belgium,2005,1742655.551,51.9,2.3328,10445852.0,45.9,12515.0,355352.9,2892.9,85811.70000000001,266648.3,88275.5,705.5,18840.4,68729.6
Belgium,2006,1686734.906,48.8,3.436,10511382.0,45.8,13144.2,364059.8,3149.3,86556.6,274353.9,89957.6,882.7,20061.4,69013.5
Belgium,2007,1624668.923,48.6,4.45,10584534.0,45.5,14209.2,377636.4,3157.7000000000003,90618.5,283860.2,96508.2,1043.5,22538.300000000003,72926.4
Belgium,2008,1745739.059,50.8,4.826,10666866.0,46.3,2366.5,380612.1,3253.2,88760.0,288598.9,98348.5,1168.7,22341.1,74838.70000000001
Belgium,2009,1665818.182,54.5,1.6103,10753080.0,45.5,7141.6,373587.4,3339.1000000000004,85133.1,285115.20000000007,91386.3,1241.8000000000002,20861.800000000003,69282.7
Belgium,2010,1799629.64,53.9,1.3533,10839905.0,46.0,5426.9,383792.2,3591.1,87761.0,292440.10000000003,91289.2,1165.7,19835.9,70287.6
Belgium,2011,1658708.863,55.0,2.0078,11000638.0,46.5,-843.8,392443.0,3617.2,89417.0,299408.8,96255.5,1326.8000000000002,21691.1,73237.6
Belgium,2012,1640184.535,56.2,1.1142,11075889.0,47.6,-1107.0,393240.1,3640.7,87447.0,302152.4,96959.2,1312.6,21402.3,74244.29999999999
Belgium,2013,1731727.22,55.9,0.536,11137974.0,48.4,983.4,394151.9,3329.5,88073.5,302748.9,94835.8,1265.8,20882.7,72687.3
Belgium,2014,1663322.102,55.4,0.4751,11180840.0,48.0,896.7,401593.7,3547.9,89257.40000000001,308788.4,100282.3,1271.8,20465.9,78544.6
Belgium,2015,1715533.091,53.9,0.1677,11237274.0,47.5,2853.9,407800.3,3958.1,89996.9,313845.30000000005,103413.6,1300.1,23767.9,78345.6
Belgium,2016,1713328.045,53.4,-0.0349,11311117.0,46.7,765.1,411344.3,3704.1,88922.1,318718.1,107851.3,1296.6,21703.5,84851.2
Belgium,2017,1702959.785,52.3,-0.1452,11351727.0,47.3,-67.7,417213.2,3883.1,89731.0,323599.10000000003,109180.4,1383.6999999999998,23161.7,84635.0
Belgium,2018,1721721.123,52.5,-0.173,11398589.0,47.2,-6026.6,425231.8,3546.5,90091.6,331593.7,112461.4,1487.7,24233.6,86740.1
Belgium,2019,1679663.128,51.8,-0.2173,11455519.0,45.6,2250.4,436337.0,3728.5,93214.4,339394.1,117443.4,1730.4,25195.4,90517.6
Belgium,2020,1601042.723,58.5,-0.3057,11522440.0,45.5,6694.8,417994.9,3570.8,88224.0,326200.10000000003,111457.3,1709.1,24426.2,85322.0
Belgium,2021,1715375.374,54.9,-0.4906,11554767.0,45.5,9457.1,441770.6,3568.5,86872.9,351329.19999999995,116272.4,1759.2,24379.6,90133.6
Belgium,2022,1553137.949,52.2,1.0997,11617623.0,44.7,-8231.6,461718.5,3555.0,91486.1,366677.4,118270.0,1735.4,25253.2,91281.4
Belgium,2023,1530648.748,53.3,3.8647,11742796.0,44.8,-3575.7,466926.3,3596.9,91101.6,372227.79999999993,122456.7,1494.4,26300.5,94661.8
Bulgaria,1984,,,,8950144.0,,,,,,,,,,
Bulgaria,1985,,,,8971214.0,,,,,,,,,,
Bulgaria,1986,,,,8949880.0,,,,,,,,,,
Bulgaria,1987,,,,8966462.0,,,,,,,,,,
Bulgaria,1988,,,,8976255.0,,,,,,,,,,
Bulgaria,1989,,,,8986636.0,,,,,,,,,,
Bulgaria,1990,731675.305,,,8767308.0,,,,,,,,,,
Bulgaria,1991,543855.748,,,8669269.0,,,,,,,,,,
Bulgaria,1992,455312.319,,,8595465.0,,,,,,,,,,
Bulgaria,1993,469546.954,,,8484863.0,,,,,,,,,,
Bulgaria,1994,468330.099,,,8459763.0,,,,,,,,,,
Bulgaria,1995,506510.45,31.8,,8427418.0,20.3,1366.6,33965.6,3282.7,6683.5,23999.4,3104.4,277.4,973.7,1853.3
Bulgaria,1996,522055.549,36.8,,8384715.0,21.6,1098.3,35985.5,3143.6,6537.099999999999,26304.800000000003,1003.2,89.6,314.6,599.0
Bulgaria,1997,442891.726,31.8,,8340936.0,29.3,1277.1,30542.6,4416.8,7078.5,19047.3,2512.7,224.5,788.1,1500.1
Bulgaria,1998,423026.599,33.9,,8283200.0,30.6,918.8,31112.6,3758.5,7287.299999999999,20066.8,3332.6,332.4,1037.1,1963.1
Bulgaria,1999,386246.92,41.5,,8230371.0,33.3,-585.9,28336.3,3571.7,7231.7,17532.899999999998,4078.6,352.5,1248.7,2477.4
Bulgaria,2000,403636.394,43.0,,8190876.0,34.0,-766.5,29455.3,3227.6,8068.1,18159.6,4750.7,459.2,1551.1,2740.4
Bulgaria,2001,396029.498,40.6,,8149468.0,32.7,-1482.2,30654.8,3220.7,8631.4,18802.7,5692.9,483.1,1822.6,3387.199999999999
Bulgaria,2002,384654.5,39.1,6.25,7868815.0,30.5,-1393.9,32984.3,3355.7000000000003,9038.5,20590.1,6156.0,339.6,2413.5,3402.9
Bulgaria,2003,415885.628,38.6,5.07,7805506.0,30.7,-1913.7,34354.9,3361.6000000000004,9662.9,21330.4,6947.3,457.1,2938.3,3551.9
Bulgaria,2004,418020.123,37.8,6.58,7745147.0,31.4,-2352.0,36030.5,3526.7,10035.5,22468.3,7905.0,602.1999999999999,3181.7,4121.1
Bulgaria,2005,440187.582,36.7,4.23,7688573.0,30.8,-3523.1,38356.4,3398.7,10361.2,24596.500000000004,10018.3,547.9000000000001,4491.9,4978.5
Bulgaria,2006,457528.988,33.7,4.42,7629371.0,30.5,-4684.8,41096.7,3398.4,11312.500000000002,26385.8,11315.8,519.2,4983.0,5813.599999999999
Bulgaria,2007,449570.337,37.7,6.32,7572673.0,30.5,-6110.7,43787.9,2661.4,12809.0,28317.5,12793.1,524.5,5479.4,6789.200000000001
Bulgaria,2008,449670.87,37.1,8.32,7518002.0,30.6,-7350.0,46481.5,3184.1,13590.9,29706.5,15603.3,1063.9,7135.200000000001,7404.199999999999
Bulgaria,2009,386391.505,39.3,9.46,7467119.0,26.7,-3088.8,46082.4,2924.5,13151.6,30006.300000000003,12845.7,594.5,5857.6,6393.6
Bulgaria,2010,386815.725,36.1,8.4,7421766.0,25.4,-1219.3,46925.6,2723.6,12229.9,31972.1,10579.6,682.4,4260.7,5636.500000000001
Bulgaria,2011,404851.73,33.7,7.26,7369431.0,25.5,65.7,47817.5,2834.0,12534.6,32448.9,10113.8,885.3000000000001,4084.3,5144.200000000001
Bulgaria,2012,401900.585,34.3,5.17,7327224.0,26.1,-1385.5,47938.5,2683.8,12927.9,32326.8,10298.0,779.7,4807.3,4710.999999999999
Bulgaria,2013,384056.239,37.8,3.15,7202556.0,28.1,-235.0,47148.5,2811.6,12459.2,31877.7,10354.0,781.8,4855.1,4717.1
Bulgaria,2014,397545.972,43.2,2.53,7117453.0,28.4,-493.4,47601.8,3029.1,12407.899999999998,32164.800000000007,10714.2,1076.6,4370.099999999999,5267.500000000001
Bulgaria,2015,421407.698,40.4,,7029690.0,28.9,383.0,49002.7,2971.5,12876.3,33154.899999999994,10998.8,911.4,5665.9,4421.5
Bulgaria,2016,420350.04,34.8,,6938759.0,29.2,2396.8,50265.5,3114.5,13335.4,33815.6,10270.0,801.5,4831.3,4637.2
Bulgaria,2017,429978.349,34.8,,6849518.0,29.8,2282.0,51914.7,3294.4,13488.399999999998,35131.899999999994,10601.7,807.6999999999999,4239.9,5554.1
Bulgaria,2018,434669.565,37.0,,6757418.0,29.7,1495.7,53639.4,3164.7,13452.4,37022.3,11174.7,961.0,4191.2,6022.500000000001
Bulgaria,2019,425017.029,36.4,,6664177.0,30.5,2044.4,55482.7,2990.8,13695.1,38796.8,11680.8,929.8,4358.5,6392.5
Bulgaria,2020,426350.009,41.3,,6569275.0,30.3,1562.7,53744.8,3047.4,12589.5,38107.9,11750.2,802.2,4085.0,6863.0
Bulgaria,2021,453148.681,41.5,,6532117.0,30.7,1773.0,58117.4,3526.5,12880.0,41710.9,10771.5,677.9,4177.8,5915.8
Bulgaria,2022,429753.452,41.2,,6482484.0,31.1,959.0,61292.0,3233.2,14992.5,43066.3,11470.9,867.6,4405.700000000001,6197.599999999999
Bulgaria,2023,414632.296,38.8,,6447710.0,29.9,3885.5,62066.6,3378.6000000000004,15177.5,43510.5,12639.6,841.9,4903.5,6894.200000000001
Croatia,1984,,,,4669587.0,,,,,,,,,,
Croatia,1985,,,,4690983.0,,,,,,,,,,
Croatia,1986,,,,4711852.0,,,,,,,,,,
Croatia,1987,,,,4731041.0,,,,,,,,,,
Croatia,1988,,,,4748450.0,,,,,,,,,,
Croatia,1989,,,,4761965.0,,,,,,,,,,
Croatia,1990,295397.248,,,4772556.0,,,,,,,,,,
Croatia,1991,263691.483,,,4782179.0,,,,,,,,,,
Croatia,1992,234326.914,,,4595865.0,,,,,,,,,,
Croatia,1993,234771.978,,,4555771.0,,,,,,,,,,
Croatia,1994,236372.081,,6.8167,4645155.0,,,,,,,,,,
Croatia,1995,244498.002,57.9,7.1067,4658893.0,41.9,-1435.0,26631.8,1847.4,7012.7,17771.699999999997,3834.4,36.0,1257.0,2541.4
Croatia,1996,266758.635,57.1,5.1067,4581167.0,42.4,-1234.9,28256.8,1840.3,7403.5,19013.0,5203.5,53.8,1945.6,3204.1
Croatia,1997,274796.408,53.8,4.4192,4533028.0,41.0,-2722.9,30229.6,1998.3,8084.4,20146.9,6756.8,123.7,2479.0,4154.1
Croatia,1998,273720.407,54.5,3.9058,4536812.0,42.0,-1539.3,30912.6,2052.6,8245.4,20614.6,7013.7,195.0,2618.3,4200.4
Croatia,1999,283200.063,56.5,3.1833,4527460.0,40.8,-1329.0,30821.4,2024.2,8318.9,20478.300000000003,7097.0,123.0,2456.0,4518.0
Croatia,2000,275476.504,54.6,4.789,4497735.0,39.6,-1045.1,31515.8,2057.3,8688.5,20770.0,7081.2,163.0,2157.8,4760.4
Croatia,2001,284422.886,50.6,4.0862,4295406.0,38.3,-1341.6,32642.7,2036.6,8854.300000000001,21751.800000000003,7421.4,167.4,2217.6,5036.4
Croatia,2002,287523.262,49.2,3.4926,4305494.0,38.0,-2697.2,34374.7,2286.6,9008.3,23079.8,8198.0,203.3,2426.1,5568.6
Croatia,2003,310738.446,49.6,2.3339,4305384.0,37.4,-3210.4,36408.0,2066.5,9776.3,24565.2,10046.7,298.2,2845.1,6903.4
Croatia,2004,319753.949,49.0,2.2746,4305725.0,36.6,-2880.3,37949.6,2378.0,10230.0,25341.6,10481.3,309.9,2724.5,7446.9
Croatia,2005,328325.915,46.5,2.3328,4310861.0,36.5,-3199.9,39553.7,2319.4,10759.5,26474.8,10995.0,322.5,3161.2000000000003,7511.299999999999
Croatia,2006,327999.422,44.6,3.436,4312487.0,37.3,-3422.8,41418.2,2638.9,11170.6,27608.7,12000.7,382.0,3614.0,8004.700000000001
Croatia,2007,331533.45,46.3,4.45,4313530.0,37.8,-3700.7,43458.8,2490.4,11671.6,29296.800000000003,12625.6,335.3,3717.2,8573.100000000002
Croatia,2008,335902.998,46.3,4.826,4311967.0,37.6,-4918.3,44322.6,2656.8,11868.0,29797.8,13804.7,541.3,4198.6,9064.8
Croatia,2009,322529.469,49.2,1.6103,4309796.0,36.9,-2522.2,41811.4,2611.2000000000003,10638.9,28561.300000000003,11675.5,397.3,3559.8,7718.400000000001
Croatia,2010,323537.857,48.1,1.3533,4302847.0,36.3,-754.1,41045.9,2378.9,9706.0,28961.0,10005.7,408.0,2975.5,6622.200000000001
Croatia,2011,312901.33,48.6,2.0078,4289857.0,35.8,-768.9,41145.4,2235.3,9537.7,29372.4,9615.5,434.0,2913.5999999999995,6267.900000000001
Croatia,2012,296963.191,47.3,1.1142,4275984.0,36.3,-717.9,39775.6,1848.8,8813.2,29113.599999999995,9134.4,277.6,2997.8,5858.999999999999
Croatia,2013,293388.9,47.9,0.536,4247803.0,36.9,-887.1,39586.7,1945.5,8704.4,28936.8,9134.1,352.4,3022.1000000000004,5759.6
Croatia,2014,279341.922,48.7,0.4751,4217632.0,37.2,-169.3,39330.6,1656.1,8860.9,28813.6,8854.3,283.20000000000005,2840.9,5730.199999999999
Croatia,2015,293769.882,47.5,0.1677,4180915.0,37.8,95.6,40219.3,1598.6,9142.9,29477.800000000003,9667.4,326.7,3367.7000000000003,5972.999999999998
Croatia,2016,295149.344,45.9,-0.0349,4131115.0,38.2,524.4,41627.1,1648.6,9674.4,30304.1,10125.2,359.1,3811.6,5954.500000000001
Croatia,2017,306827.854,44.3,-0.1452,4078769.0,38.0,303.9,42792.6,1620.9,9819.1,31352.6,10263.1,426.6,3580.9,6255.6
Croatia,2018,300160.28,45.1,-0.173,4014341.0,38.5,-450.5,43856.6,1703.4,9949.7,32203.5,10719.1,431.3,3487.7,6800.100000000001
Croatia,2019,305208.817,46.3,-0.2173,3968676.0,38.6,-225.1,45273.1,1721.3000000000002,10547.0,33004.8,12095.8,476.5,3798.9,7820.4
Croatia,2020,291589.593,53.7,-0.3057,3933511.0,37.8,-3540.0,41979.5,1680.9,10098.4,30200.2,11337.4,470.7,3722.7,7143.999999999998
Croatia,2021,305677.576,48.1,-0.4906,3893026.0,36.9,-1605.3,46888.7,1826.9,11305.7,33756.1,11886.3,506.9,3833.8,7545.599999999999
Croatia,2022,289396.609,44.9,1.0997,3862305.0,37.4,-4205.4,50814.5,1842.3,11993.2,36979.0,13118.9,554.8,3730.0,8834.1
Croatia,2023,302351.923,46.6,3.8647,3850894.0,37.3,-1430.3,52584.1,1874.4,12079.9,38629.8,14449.6,556.9,3726.6,10166.1
Cyprus,1984,,,,531518.0,,,,,,,,,,
Cyprus,1985,,,,538397.0,,,,,,,,,,
Cyprus,1986,,,,544605.0,,,,,,,,,,
Cyprus,1987,,,,550888.0,,,,,,,,,,
Cyprus,1988,,,,556584.0,,,,,,,,,,
Cyprus,1989,,,,562693.0,,,,,,,,,,
Cyprus,1990,40464.024,,,572655.0,,,,,,,,,,
Cyprus,1991,40711.346,,,587141.0,,,,,,,,,,
Cyprus,1992,45571.672,,,603069.0,,,,,,,,,,
Cyprus,1993,49406.85,,,619231.0,,,,,,,,,,
Cyprus,1994,58189.719,,6.8167,632944.0,,,,,,,,,,
Cyprus,1995,50414.48,32.5,7.1067,645399.0,26.7,-65.6,10314.4,620.0,2184.3,7510.1,2979.9,97.7,286.3,2595.9
Cyprus,1996,57286.683,34.4,5.1067,656333.0,26.3,-34.2,10443.2,642.3,2146.7,7654.200000000002,2855.2,91.0,323.4,2440.8
Cyprus,1997,53953.848,35.9,4.4192,666313.0,25.8,-117.1,10719.0,545.2,2150.6,8023.199999999999,2975.2,97.8,335.40000000000003,2541.9999999999995
Cyprus,1998,57173.156,35.9,3.9058,675215.0,27.2,227.5,11374.0,622.5,2193.7000000000003,8557.8,2524.3,107.2,426.2000000000001,1990.9000000000003
Cyprus,1999,55759.626,35.9,3.1833,682862.0,27.4,260.1,11942.4,657.1,2241.7,9043.6,2899.6,114.4,392.0,2393.2
Cyprus,2000,61342.606,36.4,4.789,690497.0,29.4,262.6,12654.9,649.0,2231.0,9774.9,2869.2,120.5,326.6,2422.1
Cyprus,2001,62103.661,37.1,4.0862,697549.0,29.9,530.1,13155.0,685.6,2364.5,10104.9,2869.6,129.8,345.8,2393.9999999999995
Cyprus,2002,62440.959,38.9,3.4926,705539.0,30.0,141.3,13644.8,717.8,2520.4,10406.6,3196.9,108.6,341.3,2747.0
Cyprus,2003,64754.094,42.9,2.3339,713720.0,31.1,195.6,14002.7,663.6,2735.0,10604.1,3258.3,101.8,412.5,2744.0
Cyprus,2004,62358.598,40.9,2.2746,722893.0,31.7,-17.3,14706.6,685.5,2903.0,11118.1,3446.9,89.39999999999999,463.4,2894.1
Cyprus,2005,62472.801,41.5,2.3328,733067.0,33.5,-80.1,15420.3,645.1,2999.8,11775.399999999998,3670.1,80.7,448.8,3140.6
Cyprus,2006,66035.211,41.0,3.436,744013.0,34.2,-477.3,16147.1,573.5,3118.3,12455.3,4436.0,69.9,516.9000000000001,3849.2
Cyprus,2007,69827.045,40.1,4.45,757916.0,38.3,-836.8,16970.3,543.0,3308.6000000000004,13118.7,4769.9,59.1,667.6999999999999,4043.1
Cyprus,2008,75075.635,40.8,4.826,776333.0,36.7,-2426.1,17589.2,506.6,3273.3,13809.300000000005,5171.7,56.7,778.0,4337.0
Cyprus,2009,72527.284,44.9,1.6103,796930.0,34.1,-998.5,17234.7,454.8,2941.3,13838.600000000002,4466.6,47.0,800.3000000000001,3619.3
Cyprus,2010,70924.23,44.5,1.3533,819140.0,33.8,-1602.2,17634.5,490.2,2801.5,14342.8,4401.5,44.3,921.0,3436.2
Cyprus,2011,68096.101,44.9,2.0078,839751.0,34.0,-736.5,17708.0,502.7,2542.0,14663.3,3885.6,107.5,787.7,2990.4
Cyprus,2012,63629.575,54.6,1.1142,862011.0,34.4,-348.5,17097.6,465.5,2266.8,14365.3,3127.5,65.0,554.3,2508.2
Cyprus,2013,58030.365,46.3,0.536,865878.0,34.9,300.7,15971.3,445.1,1927.8,13598.4,2634.9,178.4,352.1,2104.4
Cyprus,2014,59052.391,52.1,0.4751,858000.0,36.3,185.2,15687.6,381.5,1818.9,13487.2,2440.5,200.4,317.5,1922.6
Cyprus,2015,60198.509,43.1,0.1677,847008.0,35.7,494.9,16199.0,396.9,1872.5,13929.6,2397.6,236.3,312.5,1848.8
Cyprus,2016,63353.928,39.6,-0.0349,848319.0,34.5,370.0,17264.0,451.5,2163.6000000000004,14648.9,3583.6,52.6,330.8,3200.2
Cyprus,2017,66579.944,38.5,-0.1452,854802.0,35.0,-69.1,18260.0,421.2,2362.0,15476.8,4343.5,185.5,408.4,3749.6
Cyprus,2018,68424.286,44.3,-0.173,864236.0,34.9,305.0,19425.8,417.4,2668.1,16340.299999999996,4113.3,181.2,392.1,3540.0000000000005
Cyprus,2019,69631.937,40.3,-0.2173,875899.0,35.8,236.7,20605.2,444.5,2949.7000000000003,17211.0,4396.2,147.0,538.8,3710.4
Cyprus,2020,65663.761,45.9,-0.3057,888005.0,35.5,-307.5,19958.6,433.8,2843.8,16681.0,4657.8,85.5,484.0,4088.3
Cyprus,2021,67939.456,42.6,-0.4906,896007.0,35.6,1203.9,22231.5,418.3,2838.1,18975.1,4745.7,94.5,517.1,4134.099999999999
Cyprus,2022,69900.193,37.9,1.0997,904705.0,35.9,947.0,23869.0,359.3,2574.8,20934.9,5171.2,399.7000000000001,604.3,4167.2
Cyprus,2023,70455.689,41.9,3.8647,949084.0,38.8,392.0,24492.4,365.8,2649.6000000000004,21477.0,5745.9,91.7,658.4,4995.8
Czechia,1984,,,,10326526.0,,,,,,,,,,
Czechia,1985,,,,10333900.0,,,,,,,,,,
Czechia,1986,,,,10340335.0,,,,,,,,,,
Czechia,1987,,,,10344119.0,,,,,,,,,,
Czechia,1988,,,,10350517.0,,,,,,,,,,
Czechia,1989,,,,10360034.0,,,,,,,,,,
Czechia,1990,1452279.092,,,10362102.0,,,,,,,,,,
Czechia,1991,1291225.652,,,10304607.0,,,,,,,,,,
Czechia,1992,1232766.69,,,10312548.0,,,,,,,,,,
Czechia,1993,1173080.364,,,10325697.0,,,,,,,,,,
Czechia,1994,1102240.524,,,10334013.0,,,,,,,,,,
Czechia,1995,1121127.799,52.8,10.99,10333161.0,34.2,-1410.5,114771.8,7231.4,41068.3,66472.1,32671.3,1792.7,12022.8,18855.8
Czechia,1996,1140822.559,41.4,11.85,10321344.0,32.9,-2564.8,119145.3,6895.7,43674.100000000006,68575.5,35858.0,2064.1,11901.0,21892.9
Czechia,1997,1195502.673,41.3,14.65,10309137.0,33.2,-2271.6,117585.8,6326.2,40518.9,70740.70000000001,34073.4,1444.5,11844.2,20784.7
Czechia,1998,1141131.617,41.6,14.13,10299125.0,32.1,-187.1,117150.3,6173.1,38856.6,72120.6,33683.5,1342.4,10853.000000000002,21488.1
